[2024-06-28T22:01:43.069+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-28T22:01:43.089+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T22:01:39.355471+00:00 [queued]>
[2024-06-28T22:01:43.098+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T22:01:39.355471+00:00 [queued]>
[2024-06-28T22:01:43.098+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-28T22:01:43.648+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:01:43.655+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimRate With 6 Row
[2024-06-28T22:01:43.655+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:01:43.655+0000] {Load_Data.py:101} INFO - DimRate_df dimension loaded successfully
[2024-06-28T22:01:43.655+0000] {Load_Data.py:116} INFO - loading payment dimension....
[2024-06-28T22:01:43.657+0000] {Table_creation.py:30} INFO - Loading data into table DimPayment...
[2024-06-28T22:01:43.660+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:01:43.666+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimPayment With 6 Row
[2024-06-28T22:01:43.667+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:01:43.667+0000] {Load_Data.py:119} INFO - payment_df dimension loaded successfully
[2024-06-28T22:01:43.667+0000] {Load_Data.py:11} INFO - loading Dimvendor Dimension ...
[2024-06-28T22:01:43.669+0000] {Table_creation.py:30} INFO - Loading data into table DimVendor...
[2024-06-28T22:01:43.672+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:01:43.676+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimVendor With 2 Row
[2024-06-28T22:01:43.677+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:01:43.677+0000] {Load_Data.py:14} INFO - Dimvedor_df dimension loaded successfully
[2024-06-28T22:01:43.677+0000] {Load_Data.py:107} INFO - loading trip_type dimension....
[2024-06-28T22:01:43.679+0000] {Table_creation.py:30} INFO - Loading data into table DimTrip_type...
[2024-06-28T22:01:43.683+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:01:43.689+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimTrip_type With 2 Row
[2024-06-28T22:01:43.689+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:01:43.689+0000] {Load_Data.py:110} INFO - trip_df dimension loaded successfully
[2024-06-28T22:01:43.689+0000] {Load_Data.py:125} INFO - loading fact table ....
[2024-06-28T22:01:47.319+0000] {Table_creation.py:30} INFO - Loading data into table Fact_Trip...
[2024-06-28T22:01:47.322+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:04:29.952+0000] {Table_creation.py:45} INFO - Data loaded successfully into table Fact_Trip With 618792 Row
[2024-06-28T22:04:29.953+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:04:34.880+0000] {Load_Data.py:147} INFO - Fact_df  loaded successfully
[2024-06-28T22:04:34.905+0000] {NYC_Taxi_pipeline.py:61} INFO - data_delivery done
[2024-06-28T22:04:34.906+0000] {python.py:237} INFO - Done. Returned value was: None
[2024-06-28T22:04:34.906+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-06-28T22:04:34.916+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=NYC_Taxi_pipeline, task_id=data_delivery, run_id=manual__2024-06-28T22:01:39.355471+00:00, execution_date=20240628T220139, start_date=20240628T220143, end_date=20240628T220434
[2024-06-28T22:04:34.967+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2024-06-28T22:04:34.984+0000] {taskinstance.py:3498} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-06-28T22:04:34.986+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
