[2024-06-28T22:20:34.391+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-28T22:20:34.416+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T22:20:30.333494+00:00 [queued]>
[2024-06-28T22:20:34.427+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T22:20:30.333494+00:00 [queued]>
[2024-06-28T22:20:34.427+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-28T22:20:35.020+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimRate With 6 Row
[2024-06-28T22:20:35.020+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:20:35.020+0000] {Load_Data.py:100} INFO - DimRate_df dimension loaded successfully
[2024-06-28T22:20:35.021+0000] {Load_Data.py:115} INFO - loading payment dimension....
[2024-06-28T22:20:35.023+0000] {Table_creation.py:30} INFO - Loading data into table DimPayment...
[2024-06-28T22:20:35.027+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:20:35.033+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimPayment With 6 Row
[2024-06-28T22:20:35.033+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:20:35.033+0000] {Load_Data.py:118} INFO - payment_df dimension loaded successfully
[2024-06-28T22:20:35.033+0000] {Load_Data.py:11} INFO - loading Dimvendor Dimension ...
[2024-06-28T22:20:35.035+0000] {Table_creation.py:30} INFO - Loading data into table DimVendor...
[2024-06-28T22:20:35.038+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:20:35.044+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimVendor With 2 Row
[2024-06-28T22:20:35.045+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:20:35.045+0000] {Load_Data.py:14} INFO - Dimvedor_df dimension loaded successfully
[2024-06-28T22:20:35.045+0000] {Load_Data.py:106} INFO - loading trip_type dimension....
[2024-06-28T22:20:35.047+0000] {Table_creation.py:30} INFO - Loading data into table DimTrip_type...
[2024-06-28T22:20:35.049+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:20:35.054+0000] {Table_creation.py:45} INFO - Data loaded successfully into table DimTrip_type With 2 Row
[2024-06-28T22:20:35.055+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:20:35.055+0000] {Load_Data.py:109} INFO - trip_df dimension loaded successfully
[2024-06-28T22:20:35.055+0000] {Load_Data.py:124} INFO - loading fact table ....
[2024-06-28T22:20:38.778+0000] {Table_creation.py:30} INFO - Loading data into table Fact_Trip...
[2024-06-28T22:20:38.781+0000] {db_utils.py:21} INFO - Connected to PostgreSQL database successfully
[2024-06-28T22:20:54.667+0000] {local_task_job_runner.py:310} WARNING - State of this instance has been externally set to failed. Terminating instance.
[2024-06-28T22:20:54.669+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
[2024-06-28T22:20:54.671+0000] {process_utils.py:132} INFO - Sending 15 to group 439. PIDs of all processes in the group: [439]
[2024-06-28T22:20:54.672+0000] {process_utils.py:87} INFO - Sending the signal 15 to group 439
[2024-06-28T22:20:54.672+0000] {taskinstance.py:2611} ERROR - Received SIGTERM. Terminating subprocesses.
[2024-06-28T22:20:54.677+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-06-28T22:20:54.965+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=439, status='terminated', exitcode=0, started='22:20:34') (439) terminated with exit code 0
